date_time,AJ네트웍스,AJ렌터카,AK홀딩스,BGF,BNK금융지주,BYC,CJ,CJ CGV,CJ대한통운,CJ씨푸드,CJ제일제당,CJ헬로,CS홀딩스,DB,DB금융투자,DB손해보험,DB하이텍,DGB금융지주,DRB동일,DSR
2017-01-16,6500.0,8030.0,52900.0,45593.0,8700.0,391000.0,188000.0,71300.0,166500.0,3495.0,356500.0,9020.0,78400.0,776.0,3510.0,61500.0,18450.0,9640.0,11314.0,10650.0
2017-01-17,5880.0,8200.0,52700.0,45180.0,8810.0,388000.0,185000.0,71500.0,167000.0,3490.0,351000.0,9090.0,78400.0,778.0,3570.0,61400.0,18900.0,9750.0,11362.0,10750.0
2017-01-18,6100.0,8140.0,53000.0,45335.0,8870.0,388000.0,186000.0,76900.0,166500.0,3485.0,358000.0,9150.0,78600.0,782.0,3600.0,63300.0,19100.0,9940.0,11216.0,10900.0
2017-01-19,6000.0,8150.0,52900.0,46520.0,8840.0,388000.0,190000.0,78200.0,169500.0,3560.0,354000.0,9010.0,79300.0,781.0,3585.0,61200.0,18850.0,9980.0,11265.0,11200.0
2017-01-20,5890.0,8320.0,52800.0,46984.0,8790.0,388000.0,189000.0,78400.0,170500.0,3500.0,355000.0,8970.0,81000.0,780.0,3550.0,61000.0,18400.0,10050.0,11216.0,11500.0
2017-01-23,5740.0,8270.0,52900.0,47653.0,8700.0,387000.0,186000.0,78100.0,172000.0,3430.0,356000.0,8860.0,84300.0,787.0,3540.0,60300.0,17750.0,10000.0,11314.0,12250.0
2017-01-24,5480.0,8300.0,51900.0,47138.0,8680.0,383500.0,183000.0,77100.0,167000.0,3400.0,356000.0,8840.0,85900.0,779.0,3510.0,59500.0,17700.0,9950.0,11021.0,11800.0
2017-01-25,5230.0,8660.0,51700.0,46520.0,8610.0,383500.0,177500.0,75800.0,165500.0,3375.0,348000.0,8950.0,85700.0,773.0,3460.0,59400.0,17600.0,10000.0,10680.0,12200.0
2017-01-26,5250.0,8890.0,51400.0,47138.0,8610.0,380000.0,180500.0,76700.0,162500.0,3410.0,348500.0,8960.0,86500.0,783.0,3600.0,59200.0,17450.0,10100.0,10972.0,12500.0
2017-01-31,5340.0,8880.0,50500.0,47241.0,8530.0,378500.0,182500.0,79400.0,163000.0,3435.0,354500.0,9180.0,84700.0,781.0,3580.0,59100.0,17550.0,9870.0,10923.0,11950.0
2017-02-01,5340.0,8850.0,51800.0,46674.0,8660.0,374500.0,178500.0,79100.0,160000.0,3490.0,355500.0,9270.0,83600.0,775.0,3600.0,60000.0,17900.0,10350.0,10875.0,11850.0
2017-02-02,5230.0,8470.0,52700.0,46314.0,8600.0,376500.0,177000.0,78100.0,155500.0,3440.0,358500.0,9310.0,82400.0,775.0,3565.0,60300.0,17250.0,10200.0,10582.0,10400.0
2017-02-03,5150.0,8520.0,52500.0,46211.0,8630.0,375500.0,179000.0,79200.0,155500.0,3350.0,356000.0,9150.0,81400.0,762.0,3560.0,61600.0,17050.0,10300.0,10728.0,10750.0
2017-02-06,5140.0,8610.0,51800.0,47602.0,8570.0,375000.0,184000.0,78200.0,158500.0,3395.0,371000.0,8680.0,82200.0,745.0,3610.0,62700.0,16900.0,10300.0,10972.0,10300.0
2017-02-07,5160.0,8550.0,51800.0,47138.0,8550.0,377000.0,187000.0,78000.0,158000.0,3455.0,364000.0,8750.0,79500.0,730.0,3620.0,63800.0,16900.0,10250.0,10680.0,10300.0
2017-02-08,5080.0,8250.0,52900.0,47396.0,8570.0,371500.0,182500.0,78600.0,158500.0,3420.0,357000.0,8750.0,79500.0,725.0,3600.0,64100.0,16650.0,10350.0,10728.0,10100.0
2017-02-09,5140.0,8200.0,52300.0,47293.0,8650.0,367500.0,176000.0,76400.0,159500.0,3470.0,352500.0,8770.0,80800.0,737.0,3615.0,64400.0,17550.0,10600.0,10728.0,9780.0
2017-02-10,5220.0,8350.0,54100.0,50847.0,8900.0,365000.0,180500.0,75600.0,156500.0,3560.0,370500.0,8760.0,81600.0,737.0,3640.0,64400.0,17000.0,10850.0,10826.0,9450.0
2017-02-13,5270.0,8260.0,55500.0,51414.0,8900.0,362500.0,180500.0,76800.0,156000.0,3535.0,372000.0,8580.0,82000.0,728.0,3660.0,64900.0,17100.0,10850.0,10875.0,9560.0
2017-02-14,5300.0,8220.0,55700.0,51775.0,8930.0,365500.0,178500.0,75000.0,156500.0,3505.0,363000.0,8500.0,82500.0,731.0,3625.0,63500.0,18100.0,10700.0,11070.0,9540.0
2017-02-15,5280.0,8200.0,55600.0,52032.0,8990.0,373000.0,177500.0,75800.0,169000.0,3535.0,357500.0,8710.0,82600.0,723.0,3580.0,64400.0,18850.0,10600.0,11070.0,9540.0
2017-02-16,5230.0,8230.0,55200.0,52805.0,8930.0,374500.0,175000.0,77100.0,170500.0,3495.0,356000.0,8620.0,83100.0,717.0,3620.0,61900.0,18950.0,10500.0,11119.0,9650.0
2017-02-17,5170.0,8140.0,54700.0,51775.0,8930.0,376000.0,175000.0,78500.0,168000.0,3505.0,357000.0,8730.0,83200.0,718.0,3595.0,63000.0,19050.0,10500.0,10972.0,9690.0
2017-02-20,5180.0,8140.0,54900.0,51775.0,8830.0,367500.0,174500.0,77900.0,167500.0,3530.0,370000.0,8860.0,81900.0,714.0,3555.0,62200.0,18750.0,10400.0,10777.0,9430.0
2017-02-21,5320.0,8550.0,55500.0,51414.0,8860.0,378000.0,177500.0,78400.0,168500.0,3515.0,366000.0,8900.0,82800.0,717.0,3600.0,61600.0,18750.0,10750.0,10826.0,9500.0
2017-02-22,5330.0,8720.0,55900.0,50796.0,8840.0,380000.0,174500.0,76000.0,170000.0,3480.0,357500.0,8830.0,82900.0,719.0,3605.0,61100.0,19050.0,10700.0,10777.0,9170.0
2017-02-23,5370.0,8790.0,57300.0,53578.0,8890.0,382500.0,171500.0,75900.0,169000.0,3430.0,362000.0,8850.0,83200.0,721.0,3625.0,59700.0,18650.0,10700.0,10728.0,9200.0
2017-02-24,5340.0,8860.0,58500.0,54866.0,8720.0,380000.0,173000.0,76500.0,169500.0,3415.0,364500.0,8880.0,83500.0,716.0,3620.0,60200.0,18300.0,10650.0,10582.0,9450.0
2017-02-27,5200.0,8870.0,57700.0,54608.0,8670.0,378000.0,172000.0,76000.0,171000.0,3420.0,363500.0,8920.0,83200.0,720.0,3590.0,60100.0,18700.0,10300.0,10631.0,9260.0
2017-02-28,5380.0,9640.0,56400.0,52547.0,8680.0,377500.0,172500.0,74700.0,172500.0,3390.0,364500.0,8800.0,83200.0,719.0,3530.0,61100.0,18800.0,10400.0,10777.0,9100.0
2017-03-02,5550.0,9650.0,56100.0,52032.0,8720.0,374500.0,167500.0,69400.0,171000.0,3385.0,360000.0,8620.0,82900.0,730.0,3570.0,61000.0,18100.0,10650.0,10631.0,9300.0
2017-03-03,5700.0,10450.0,53300.0,52290.0,8710.0,384500.0,163500.0,69200.0,166000.0,3300.0,355000.0,8460.0,82800.0,728.0,3485.0,62000.0,18350.0,10650.0,10631.0,9010.0
2017-03-06,5740.0,10450.0,52400.0,53578.0,8670.0,381500.0,163000.0,69300.0,163000.0,3280.0,351000.0,8310.0,81100.0,725.0,3515.0,61500.0,18650.0,10800.0,10485.0,10400.0
2017-03-07,5670.0,10150.0,52300.0,52547.0,8690.0,380000.0,164000.0,70700.0,161000.0,3310.0,353000.0,8680.0,82500.0,724.0,3550.0,61700.0,18850.0,10950.0,10923.0,10650.0
2017-03-08,5740.0,10150.0,51700.0,51414.0,8700.0,378000.0,162500.0,71200.0,167000.0,3305.0,350500.0,8580.0,81800.0,720.0,3490.0,62300.0,18850.0,11200.0,10875.0,11100.0
2017-03-09,5770.0,9950.0,52100.0,51775.0,8710.0,380000.0,162500.0,72400.0,166000.0,3305.0,349000.0,8600.0,82200.0,712.0,3495.0,61400.0,18600.0,11200.0,10777.0,14400.0
2017-03-10,5920.0,9780.0,52400.0,51208.0,8910.0,378000.0,163500.0,75300.0,165500.0,3350.0,349000.0,8640.0,84500.0,713.0,3515.0,62000.0,18750.0,11450.0,10777.0,14600.0
2017-03-13,5830.0,9690.0,53700.0,50744.0,9180.0,380000.0,167500.0,75300.0,167500.0,3355.0,353500.0,8770.0,84700.0,731.0,3570.0,62400.0,18600.0,11650.0,10533.0,13550.0
2017-03-14,5610.0,9610.0,53300.0,50744.0,9250.0,379000.0,167500.0,73000.0,164000.0,3345.0,353000.0,8740.0,84700.0,728.0,3570.0,63600.0,18400.0,11600.0,10631.0,13650.0
2017-03-15,5520.0,9630.0,53200.0,50796.0,9320.0,373500.0,166500.0,70100.0,163500.0,3335.0,347500.0,8750.0,84700.0,718.0,3575.0,63100.0,18350.0,11650.0,10533.0,13350.0
2017-03-16,5580.0,9910.0,53500.0,50950.0,9310.0,374500.0,167000.0,71300.0,164000.0,3320.0,345000.0,8650.0,85600.0,724.0,3650.0,63500.0,18550.0,11600.0,10728.0,13450.0
2017-03-17,5420.0,9600.0,55400.0,52290.0,9450.0,370000.0,167000.0,72500.0,164500.0,3310.0,351000.0,8820.0,86000.0,718.0,3680.0,63200.0,18100.0,11750.0,11216.0,12950.0
2017-03-20,5330.0,9640.0,55500.0,53063.0,9360.0,379000.0,161000.0,71200.0,162500.0,3325.0,346500.0,9230.0,85700.0,721.0,3660.0,62800.0,18050.0,11250.0,11070.0,13250.0
2017-03-21,5410.0,10050.0,58500.0,53578.0,9420.0,375500.0,163500.0,75400.0,164000.0,3325.0,347000.0,9210.0,85800.0,720.0,3730.0,61700.0,17800.0,11300.0,11167.0,13950.0
2017-03-22,5340.0,9670.0,58500.0,53063.0,9280.0,372500.0,161500.0,73800.0,160000.0,3300.0,347000.0,9460.0,85800.0,712.0,3670.0,61700.0,18450.0,11050.0,11021.0,14350.0
2017-03-23,5370.0,9960.0,58400.0,54608.0,9390.0,374500.0,164500.0,75300.0,165500.0,3290.0,349000.0,9490.0,86400.0,709.0,3700.0,61800.0,19000.0,11350.0,11070.0,14050.0
2017-03-24,5360.0,9500.0,57600.0,54608.0,9400.0,373500.0,171500.0,75700.0,171000.0,3290.0,352500.0,9760.0,86500.0,710.0,3710.0,63000.0,19100.0,11100.0,11119.0,17350.0
2017-03-27,5440.0,9650.0,58100.0,55123.0,9210.0,375000.0,175000.0,75500.0,168000.0,3300.0,356000.0,9800.0,86600.0,700.0,3600.0,62100.0,19150.0,11050.0,10777.0,18150.0
2017-03-28,5490.0,9750.0,59400.0,53835.0,9310.0,376500.0,175000.0,74800.0,170000.0,3370.0,357500.0,9900.0,86800.0,701.0,3650.0,62400.0,19300.0,11150.0,10923.0,16950.0
2017-03-29,5490.0,10100.0,59000.0,54093.0,9220.0,376500.0,176000.0,75100.0,169000.0,3350.0,353500.0,10000.0,86900.0,703.0,3615.0,62300.0,19450.0,11150.0,11021.0,17550.0
2017-03-30,5440.0,10300.0,60100.0,53320.0,9200.0,376500.0,175500.0,75600.0,168000.0,3350.0,358000.0,10100.0,85300.0,707.0,3620.0,63000.0,19450.0,11000.0,11216.0,16150.0
2017-03-31,5580.0,10250.0,59200.0,54093.0,9180.0,377000.0,174000.0,75100.0,166500.0,3340.0,353000.0,10150.0,85500.0,706.0,3635.0,64000.0,19100.0,10850.0,11216.0,16350.0
2017-04-03,5800.0,10850.0,61200.0,54351.0,9260.0,376000.0,177000.0,79600.0,167000.0,3340.0,353500.0,9990.0,85500.0,708.0,3635.0,64200.0,20350.0,11050.0,11167.0,15350.0
2017-04-04,6050.0,11000.0,60600.0,55123.0,9210.0,377000.0,178500.0,80500.0,164000.0,3350.0,356500.0,9590.0,86000.0,710.0,3630.0,63700.0,20100.0,10900.0,11119.0,12300.0
2017-04-05,6080.0,10900.0,62200.0,55123.0,9300.0,376500.0,176500.0,81000.0,161000.0,3355.0,355000.0,9740.0,86500.0,705.0,3600.0,64600.0,19650.0,11150.0,10972.0,12450.0
2017-04-06,6110.0,10650.0,62300.0,54093.0,9270.0,378000.0,176000.0,81100.0,161000.0,3335.0,348000.0,9710.0,86500.0,700.0,3535.0,65500.0,19700.0,11150.0,10826.0,11800.0
2017-04-07,6090.0,10800.0,62000.0,54351.0,9220.0,379500.0,174500.0,82300.0,162000.0,3330.0,346000.0,9600.0,86800.0,704.0,3520.0,65900.0,20700.0,11350.0,10436.0,12450.0
2017-04-10,5970.0,10650.0,61200.0,53578.0,9110.0,376000.0,173000.0,80200.0,160000.0,3235.0,342000.0,9450.0,86000.0,688.0,3470.0,64900.0,20900.0,11100.0,10582.0,11650.0
2017-04-11,5980.0,10600.0,62200.0,54093.0,9110.0,375500.0,171000.0,79300.0,159500.0,3220.0,339000.0,9450.0,84300.0,699.0,3510.0,64900.0,21200.0,10800.0,10533.0,11650.0
2017-04-12,6150.0,11100.0,62300.0,52805.0,9030.0,372000.0,167500.0,81000.0,160000.0,3250.0,335000.0,9560.0,84300.0,699.0,3475.0,65000.0,21300.0,10650.0,10485.0,12700.0
2017-04-13,6300.0,10750.0,60900.0,54093.0,9130.0,372000.0,171500.0,83000.0,160500.0,3265.0,340500.0,9550.0,84900.0,704.0,3480.0,67500.0,21350.0,10950.0,10582.0,12250.0
2017-04-14,6210.0,10700.0,61500.0,53578.0,9080.0,370000.0,172000.0,81200.0,158000.0,3240.0,342000.0,9490.0,85200.0,699.0,3470.0,66900.0,21000.0,11000.0,10387.0,12750.0
2017-04-17,6260.0,10700.0,61900.0,54608.0,9140.0,372000.0,176000.0,85600.0,161500.0,3245.0,340000.0,9840.0,85200.0,701.0,3510.0,69000.0,21750.0,11000.0,10485.0,13350.0
2017-04-18,6290.0,10900.0,63500.0,54608.0,9170.0,375000.0,184000.0,86300.0,160000.0,3255.0,342000.0,9760.0,85800.0,730.0,3510.0,69000.0,21500.0,11150.0,10826.0,13400.0
2017-04-19,6530.0,11700.0,64700.0,55381.0,9050.0,374500.0,182500.0,86600.0,160000.0,3255.0,342000.0,9660.0,85900.0,718.0,3505.0,69200.0,21600.0,11100.0,10923.0,13600.0
2017-04-20,6530.0,11350.0,65000.0,53320.0,9150.0,371500.0,189000.0,86100.0,160000.0,3295.0,350500.0,9540.0,86000.0,715.0,3550.0,69000.0,21450.0,11150.0,10728.0,12950.0
2017-04-21,6470.0,11300.0,65300.0,53063.0,9200.0,371000.0,188500.0,88200.0,169500.0,3285.0,348500.0,9560.0,85400.0,721.0,3570.0,68800.0,21100.0,11050.0,10777.0,11850.0
2017-04-24,6350.0,11450.0,63800.0,53835.0,9400.0,370000.0,187000.0,86300.0,170000.0,3250.0,346000.0,9690.0,85000.0,716.0,3595.0,68300.0,20950.0,11350.0,10485.0,10600.0
2017-04-25,6360.0,11950.0,64100.0,54608.0,9570.0,372000.0,188000.0,86500.0,170500.0,3365.0,344000.0,9670.0,85000.0,719.0,3620.0,68300.0,21800.0,11350.0,10582.0,10400.0
2017-04-26,6320.0,11850.0,65200.0,54351.0,9560.0,371000.0,189000.0,85300.0,166500.0,3350.0,345500.0,9700.0,84800.0,719.0,3690.0,67800.0,21450.0,11300.0,10631.0,9620.0
2017-04-27,6320.0,11850.0,65100.0,54866.0,9590.0,371500.0,188500.0,85600.0,166500.0,3325.0,344500.0,9750.0,82800.0,718.0,3680.0,67800.0,20650.0,11600.0,10680.0,10750.0
2017-04-28,6340.0,11500.0,64500.0,56411.0,9560.0,372000.0,187000.0,85500.0,166500.0,3310.0,341000.0,9430.0,82700.0,717.0,3670.0,68000.0,21100.0,11650.0,10582.0,9400.0
2017-05-02,6400.0,11850.0,65000.0,54866.0,9570.0,373000.0,187500.0,83500.0,168000.0,3265.0,342000.0,9290.0,83500.0,716.0,3745.0,68400.0,21050.0,11750.0,10631.0,7800.0
2017-05-04,6440.0,11800.0,66700.0,55381.0,9620.0,375500.0,189000.0,86000.0,168000.0,3280.0,343500.0,9490.0,83600.0,719.0,3910.0,69800.0,21800.0,11750.0,10485.0,8510.0
2017-05-08,6520.0,11200.0,67000.0,58472.0,9730.0,375500.0,203500.0,86200.0,172000.0,3325.0,354500.0,9470.0,82900.0,729.0,3970.0,69800.0,21900.0,11900.0,10533.0,10100.0
2017-05-10,6460.0,11300.0,66000.0,61820.0,9620.0,374000.0,197500.0,83200.0,178500.0,3300.0,354000.0,9430.0,82600.0,739.0,3900.0,69300.0,21450.0,11950.0,10485.0,7740.0
2017-05-11,6400.0,11150.0,66300.0,63624.0,9920.0,374000.0,201000.0,83100.0,184000.0,3315.0,358500.0,9470.0,82800.0,740.0,4065.0,70300.0,21450.0,12200.0,10436.0,7200.0
2017-05-12,6420.0,11100.0,65100.0,62593.0,9840.0,371500.0,199000.0,81700.0,178500.0,3320.0,358000.0,9660.0,82500.0,738.0,4075.0,68000.0,21350.0,12300.0,10485.0,7130.0
2017-05-15,6390.0,10950.0,63500.0,64139.0,9790.0,371500.0,200000.0,82500.0,176500.0,3320.0,354000.0,9480.0,81800.0,728.0,4070.0,68600.0,21600.0,12450.0,9948.0,7130.0
2017-05-16,6350.0,10950.0,64000.0,63881.0,9880.0,370000.0,199000.0,80000.0,179500.0,3300.0,354500.0,9310.0,81900.0,724.0,3870.0,69200.0,20800.0,12550.0,9948.0,6760.0
2017-05-17,6300.0,10700.0,64900.0,63881.0,9840.0,368000.0,204500.0,79900.0,178000.0,3335.0,353500.0,9390.0,80900.0,717.0,3820.0,68900.0,20650.0,12050.0,10192.0,6750.0
2017-05-18,6460.0,11050.0,65900.0,64396.0,9820.0,365500.0,201000.0,81700.0,176500.0,3310.0,355000.0,9360.0,80700.0,713.0,3845.0,67200.0,20550.0,11800.0,10094.0,6630.0
2017-05-19,6410.0,10800.0,65300.0,64139.0,9840.0,369000.0,209000.0,82100.0,179000.0,3370.0,362500.0,9340.0,81100.0,714.0,3890.0,67400.0,20200.0,11850.0,10046.0,6750.0
2017-05-22,6420.0,10750.0,66000.0,64912.0,9890.0,370000.0,211000.0,82600.0,180500.0,3370.0,366500.0,9190.0,81500.0,713.0,3900.0,66500.0,21100.0,12000.0,10046.0,6820.0
2017-05-23,6410.0,10700.0,66400.0,64139.0,9870.0,371000.0,212000.0,81700.0,180500.0,3455.0,370500.0,9330.0,82800.0,709.0,3955.0,67400.0,20700.0,11900.0,10094.0,6820.0
2017-05-24,6440.0,10850.0,67900.0,65169.0,9930.0,371500.0,216500.0,81700.0,181000.0,3470.0,374000.0,9300.0,82500.0,716.0,3920.0,68500.0,20300.0,11700.0,10046.0,6820.0
2017-05-25,6390.0,10800.0,68400.0,66715.0,9910.0,372500.0,217500.0,80800.0,186000.0,3495.0,375500.0,9470.0,82100.0,716.0,3960.0,67900.0,19650.0,11450.0,10192.0,6900.0
2017-05-26,6490.0,11100.0,67800.0,66457.0,9920.0,377000.0,219000.0,84500.0,192000.0,3540.0,380000.0,9650.0,81600.0,717.0,4035.0,67600.0,20100.0,11550.0,10241.0,6860.0
2017-05-29,6530.0,11100.0,67800.0,70836.0,9890.0,387500.0,220000.0,84500.0,186500.0,3450.0,381500.0,9620.0,81000.0,706.0,3895.0,67900.0,20000.0,11500.0,10387.0,6810.0
2017-05-30,6700.0,11500.0,66800.0,71609.0,10000.0,388000.0,212000.0,84300.0,188000.0,3450.0,378000.0,9630.0,84400.0,706.0,4020.0,68100.0,20050.0,11400.0,10338.0,6900.0
2017-05-31,6750.0,11550.0,68800.0,71866.0,10000.0,390000.0,211500.0,84500.0,192500.0,3505.0,381500.0,9530.0,86300.0,706.0,3960.0,67700.0,20000.0,11500.0,10241.0,6900.0
2017-06-01,6740.0,11450.0,67100.0,67487.0,9990.0,393500.0,214000.0,83000.0,192000.0,3500.0,381000.0,9400.0,85900.0,743.0,3855.0,69700.0,19650.0,11300.0,10143.0,6850.0
2017-06-02,6890.0,12650.0,71500.0,67487.0,10050.0,400500.0,215000.0,81700.0,199500.0,3540.0,384000.0,9450.0,85600.0,747.0,3865.0,71200.0,20050.0,11450.0,10290.0,6860.0
2017-06-05,6950.0,12700.0,70900.0,68775.0,10050.0,405500.0,210500.0,81800.0,198500.0,3520.0,387000.0,9440.0,84300.0,731.0,3820.0,71000.0,19950.0,11450.0,10192.0,6830.0
2017-06-07,6920.0,12800.0,70000.0,70321.0,10200.0,401500.0,213000.0,81000.0,197500.0,3520.0,383500.0,9440.0,84700.0,803.0,3860.0,72200.0,20600.0,11500.0,10143.0,6740.0
2017-06-08,6950.0,13050.0,68400.0,71094.0,10350.0,400500.0,209500.0,80700.0,195500.0,3470.0,386000.0,9470.0,84700.0,798.0,3885.0,71400.0,20600.0,11500.0,10192.0,6800.0
2017-06-09,7290.0,13450.0,68700.0,65169.0,10600.0,398000.0,211000.0,80600.0,196000.0,3460.0,380000.0,9290.0,84800.0,772.0,4140.0,70700.0,22700.0,11600.0,10192.0,6810.0
2017-06-12,7320.0,13150.0,68800.0,61048.0,10650.0,398500.0,202500.0,78400.0,192500.0,3470.0,373500.0,9140.0,84800.0,745.0,4215.0,70700.0,22050.0,11900.0,9997.0,6780.0
2017-06-13,7400.0,13350.0,69700.0,60017.0,10600.0,397500.0,204000.0,79200.0,197000.0,3485.0,378000.0,9130.0,84500.0,751.0,4410.0,71500.0,21950.0,11850.0,10094.0,7040.0
2017-06-14,7310.0,12800.0,72000.0,58987.0,10850.0,387000.0,206500.0,77400.0,194000.0,3475.0,384500.0,9070.0,84200.0,742.0,4270.0,71600.0,21500.0,11850.0,9997.0,6860.0
2017-06-15,7320.0,13000.0,74300.0,60275.0,10700.0,380500.0,201000.0,75900.0,193500.0,3410.0,380000.0,9070.0,84900.0,742.0,4170.0,70800.0,21100.0,11850.0,10290.0,6700.0
2017-06-16,7490.0,13200.0,74400.0,59760.0,10850.0,379000.0,200500.0,73900.0,193500.0,3345.0,379500.0,9090.0,84300.0,745.0,4175.0,70500.0,21450.0,11950.0,10338.0,6760.0
2017-06-19,7450.0,13200.0,74300.0,59760.0,10800.0,382500.0,197500.0,72600.0,191000.0,3345.0,374000.0,9010.0,84700.0,764.0,4135.0,69600.0,22750.0,12000.0,10094.0,6750.0
2017-06-20,7270.0,12900.0,74100.0,57184.0,10800.0,381000.0,194500.0,72100.0,186500.0,3340.0,371000.0,8840.0,84400.0,753.0,4100.0,68600.0,22350.0,11950.0,10143.0,6460.0
2017-06-21,7310.0,11800.0,74200.0,58987.0,10400.0,379000.0,193500.0,72500.0,189500.0,3330.0,373000.0,8990.0,84400.0,752.0,4015.0,66800.0,21750.0,11450.0,10046.0,6380.0
2017-06-22,7330.0,11700.0,74400.0,56669.0,10750.0,378500.0,197000.0,72600.0,186500.0,3320.0,373500.0,9120.0,84000.0,751.0,4035.0,67600.0,21800.0,11450.0,9948.0,6400.0
2017-06-23,7400.0,12000.0,73500.0,53835.0,10850.0,379500.0,198000.0,73800.0,188000.0,3315.0,370500.0,9020.0,84200.0,758.0,4100.0,67500.0,22000.0,11450.0,9997.0,6590.0
2017-06-26,7360.0,12250.0,72700.0,54093.0,10600.0,377000.0,196000.0,72700.0,188000.0,3310.0,367500.0,9010.0,83600.0,759.0,4105.0,67100.0,21950.0,11350.0,9802.0,6510.0
2017-06-27,7500.0,12550.0,73400.0,54351.0,10600.0,370500.0,195500.0,74300.0,182000.0,3335.0,365500.0,9090.0,83800.0,760.0,4065.0,66500.0,22250.0,11350.0,9802.0,6560.0
2017-06-28,7530.0,12350.0,74000.0,53578.0,10700.0,367500.0,192000.0,74100.0,182000.0,3345.0,363000.0,9050.0,81800.0,754.0,4140.0,66800.0,21950.0,11500.0,9899.0,6640.0
2017-06-29,7430.0,12450.0,73400.0,52032.0,10950.0,367000.0,187500.0,74200.0,179000.0,3370.0,361500.0,9050.0,81800.0,757.0,4325.0,68800.0,22500.0,11700.0,9948.0,6660.0
2017-06-30,7490.0,12600.0,74200.0,52032.0,10950.0,367500.0,189500.0,73600.0,180500.0,3400.0,361500.0,9120.0,82000.0,750.0,4310.0,68000.0,22500.0,11800.0,9899.0,6560.0
2017-07-03,7500.0,12400.0,73500.0,50899.0,10750.0,366000.0,191000.0,73400.0,182500.0,3365.0,361500.0,9110.0,83200.0,746.0,4260.0,70300.0,21850.0,11500.0,9948.0,6520.0
2017-07-04,7450.0,12000.0,70300.0,51775.0,10800.0,369500.0,193000.0,72300.0,181500.0,3345.0,358500.0,9060.0,83100.0,741.0,4270.0,70800.0,21750.0,11450.0,9753.0,6430.0
2017-07-05,7350.0,12300.0,70600.0,51775.0,10800.0,369000.0,191000.0,72500.0,180000.0,3330.0,354500.0,8950.0,82700.0,741.0,4320.0,71200.0,21950.0,11500.0,9753.0,6600.0
2017-07-06,7350.0,12250.0,69600.0,51208.0,10800.0,368500.0,188500.0,72200.0,180000.0,3335.0,360000.0,9000.0,83200.0,758.0,4295.0,71600.0,22200.0,11350.0,9734.0,6700.0
2017-07-07,7430.0,12000.0,69900.0,51259.0,10850.0,368000.0,191000.0,72200.0,181000.0,3290.0,357000.0,8930.0,83500.0,769.0,4290.0,73100.0,21600.0,11400.0,9675.0,6650.0
2017-07-10,7500.0,11250.0,69600.0,51517.0,10800.0,367000.0,188500.0,70400.0,178500.0,3250.0,352500.0,8840.0,84100.0,768.0,4270.0,75600.0,21500.0,11650.0,9617.0,6510.0
2017-07-11,7550.0,11700.0,67900.0,51466.0,11000.0,369500.0,190000.0,67800.0,178500.0,3270.0,350500.0,8730.0,84800.0,767.0,4320.0,77200.0,20800.0,11700.0,9607.0,6640.0
