ticker,매출액(억원),영업이익률(%),순이익률(%),당기순이익(억원),ROE(%),ROA(%),ROIC(%),EPS(원),BPS(원),SPS(원),PER(배),PBR(배),PSR(배),price,price2
KC그린홀딩스,3776.5999,4.269,3.552,134.13054,9.094,3.022,6.0104,606.4465299999998,6954.9966,16833.533,15.104379999999999,1.31704,0.54415,9160.0,7540.0
KC코트렐,1867.7429,-4.667,-3.614,-67.50936,-11.419,-4.253,-16.087,-610.1676,5120.9453,17233.484,-10.7698,1.28324,0.38132,6571.0,5960.0
KEC,2090.995,2.32,0.25,5.2347856,0.601,0.152,1.7308,13.08929,2175.4575,3100.0366,75.08864,0.45178999999999997,0.31705,982.0,1000.0
KG케미칼,10144.747,4.471,4.126,418.54916000000003,8.505,4.041,4.9408,1487.9849,18170.318,89578.43,10.41677,0.8530399999999999,0.17303,15500.0,14750.0
KISCO홀딩스,10874.627,8.309,7.1770000000000005,780.4619,6.4220000000000015,5.601,10.7156,2364.9139999999998,46076.273,58856.914000000004,5.26025,0.26999,0.21135,12440.0,12240.0
KPX케미칼,7439.486999999999,6.565,4.783,355.79614,8.704,6.979,12.6312,6967.944,82336.88,153708.4,6.92457,0.58601,0.31390999999999997,48250.0,59400.0
KPX홀딩스,10139.706,6.068,6.068,615.28345,6.212999999999999,5.292000000000002,8.4868,8050.4230000000025,136315.39,240013.14,7.36607,0.43501999999999996,0.24706999999999998,59300.0,65800.0
KR모터스,806.5856,-19.906,-20.576,-165.96448,-29.239,-11.275,-12.9654,-641.89667,2430.0774,3119.6108,-9.61754,2.5404400000000003,1.97892,1910.0,1298.0
KSS해운,1434.8071,20.721,16.134,231.49462999999997,,,,998.4293,9328.658000000001,6188.28,8.61838,0.9224100000000001,1.3905,8604.0,8090.0
KTB투자증권,2393.692,4.172,13.142000000000001,314.57275,7.869,3.037,,443.97722999999996,6072.1640000000025,3390.6506,5.10161,0.37301,0.66801,2265.0,2925.0
KTcs,10658.465,1.534,1.27,135.3356,8.576,4.159,19.4956,292.02545,3524.933,24970.049,10.820969999999999,0.8964700000000001,0.12655,3160.0,2480.0
KTis,4610.9834,1.354,3.262,150.40764,9.902999999999999,7.0360000000000005,7.5037,432.18102999999996,4585.8423,13249.19,11.0139,1.03798,0.35927,4760.0,3700.0
LF,15710.479,4.716,3.221,506.11017000000004,5.093,3.517,5.644,1741.6327,34790.066,53729.405999999995,15.50269,0.77608,0.50252,27000.0,21550.0
LG,99653.65,11.425999999999998,9.471,9437.75,7.485,5.324,29.0624,5368.6206,73820.46,56662.664000000004,13.18775,0.9590799999999999,1.2495,70800.0,60000.0
LG디스플레이,283838.84,5.727,3.6060000000000003,10234.56,8.183,4.494,9.499,2701.2593,34076.066,79325.43,9.08835,0.72045,0.30948000000000003,24550.0,31450.0
LG상사,132244.6,0.618,-1.642,-2170.9475,-17.930999999999994,-4.223,1.9629,-6074.387,31022.896,341188.3,-5.56435,1.08952,0.09907,33800.0,29250.0
LG생활건강,53284.92,12.838,8.827,4703.6206,25.055,11.696,15.5895,25982.275,121585.73,300740.72,40.41216,8.63588,3.4913800000000004,1050000.0,857000.0
LG유플러스,107952.18,5.858,3.2539999999999996,3512.32,8.149,2.931,5.9706,804.9378,10187.44,24725.004,12.92025,1.02086,0.42063,10400.0,11450.0
LG이노텍,61381.29,3.6439999999999997,1.5490000000000002,950.91925,5.494,2.28,6.9773,4017.8940000000002,74586.5,259352.73,24.51533,1.32061,0.37979,98500.0,88400.0
LG전자,565090.06,2.11,0.441,2491.43,1.0659999999999998,0.679,3.1167,687.8913,64568.41,312491.4,78.21003,0.8332200000000001,0.17215999999999998,53800.0,51600.0
LG하우시스,26869.52,5.7810000000000015,2.648,711.62,8.44,3.303,7.0648,7177.9,87629.4,268695.2,20.40987,1.6718099999999998,0.54523,146500.0,95700.0
LG헬로비전,11826.128999999999,8.876,5.046,596.769,6.346,2.93,5.7167,770.5528,12282.126,15269.99,16.41679,1.02995,0.82842,12650.0,9370.0
LG화학,202065.83,9.025,5.684,11485.31,9.176,6.257999999999999,9.3532,15601.983999999999,176671.2,273431.34,21.05501,1.85939,1.2014,328500.0,261000.0
LS,99997.49,3.1430000000000002,-0.735,-734.54,-4.191,-0.727,-11.7295,-3063.913,82925.52,310551.22,-13.169429999999998,0.48658,0.12993,40350.0,59300.0
LS네트웍스,7309.5063,-9.959,-10.364,-757.57416,-10.383,-4.87,-22.046999999999997,-961.1653,9386.51,9273.869,-3.79227,0.38832,0.39304,3645.0,3035.0
LS산전,22016.757999999998,7.013,3.205,705.53625,7.007999999999999,3.1039999999999996,7.518,2343.1545,34552.734,73389.195,19.63165,1.3313,0.6268,46000.0,39750.0
MH에탄올,503.86203,22.014,15.437999999999999,77.785934,14.057,9.455,19.9324,1054.2205,7952.757,6828.7627,8.309460000000001,1.1015,1.28281,8760.0,7900.0
NAVER,32539.303,25.515,15.888,5169.863,26.463,13.29,78.7781,3147.4778,14551.153,19743.12,41.81125,9.04396,6.6656,131600.0,155000.0
NH투자증권,70036.62,4.485,3.0589999999999997,2142.4,4.827,0.52,,716.2319,15174.748,23323.783,14.101579999999998,0.6655800000000001,0.43303,10100.0,9650.0
NICE,10908.402,8.365,5.768,629.151,6.0870000000000015,5.171,12.615,736.8681,13261.69,28795.512000000002,29.51682000000001,1.6400599999999999,0.7553300000000001,21750.0,17600.0
NI스틸,1185.5573,8.004,5.989,70.99942,9.408,4.106,4.5296,249.76182999999997,2757.2747,4170.554,10.59009,0.9592799999999999,0.63421,2645.0,3135.0
OCI,23015.205,-6.284,7.9110000000000005,1820.6854,3.4939999999999998,2.474,-1.9767,4205.8154,123913.91,96502.36,17.83245,0.60526,0.77718,75000.0,78700.0
S&TC,2600.9404,13.040999999999999,10.392000000000001,270.29932,12.311,8.709,11.8158,3600.7690000000002,30825.734,34648.203,7.81773,0.91319,0.8124399999999999,28149.0,18167.0
S&T모티브,12105.245,10.172,8.045,973.8518,13.837,8.513,12.2455,5852.4969999999985,45340.637,82781.45,14.66041,1.8923400000000001,1.03646,85800.0,48850.0
S&T중공업,5044.4497,7.626,6.4670000000000005,326.23126,4.899,3.553,5.4425,981.0671,21818.147999999997,15170.048,13.647870000000001,0.61369,0.8826200000000001,13389.0,9089.0
S&T홀딩스,16127.47,10.016,7.2189999999999985,1164.1993,5.754,5.532,8.6707,2013.3605,36250.527,98917.945,14.171429999999999,0.78708,0.28845,28532.0,15408.0
S-Oil,178902.72,4.57,3.529,6313.22,12.26,5.9979999999999976,12.1653,5414.206,46296.918,153426.66,14.665120000000002,1.71502,0.51751,79400.0,84700.0
SBS미디어홀딩스,4735.2314,4.912,5.327999999999999,252.27365,3.361,2.8989999999999996,8.9344,161.1612,4857.4214,3384.8179999999998,24.13732000000001,0.80084,1.14925,3890.0,2675.0
SG세계물산,3177.1062,0.995,0.462,14.686916,0.731,0.505,2.9655,7.255489999999999,999.7674,1569.523,167.45946999999995,1.21528,0.77412,1215.0,1145.0
SG충방,1123.5874,-4.152,-6.084,-68.35605,-5.6339999999999995,-3.3810000000000002,-8.9355,-163.73656,2829.0098,2691.3833,-16.09292,0.93142,0.97905,2635.0,3415.0
SH에너지화학,2164.4136,10.603,5.817,125.90616599999998,14.622,11.129000000000001,20.4796,113.18267,809.0731,1947.4668,12.7228,1.77981,0.73942,1440.0,1575.0
SIMPAC,2695.2803,7.881,6.103,164.49973,7.294,4.088,6.5629,565.12134,8571.346,9266.933,9.90938,0.6533399999999999,0.6043,5600.0,4740.0
SK,392995.25,3.58,14.12,55492.59,70.565,10.887,5.4909,93713.01,222855.36,688906.06,2.56635,1.07918,0.3491,240500.0,229500.0
SKC,24657.21,8.838,9.96,2455.9410000000007,20.456,6.66,8.2474,7425.8496,39550.23,67270.266,4.55167,0.8546100000000001,0.50245,33800.0,33000.0
SK가스,40789.855,2.431,1.795,732.31555,5.787999999999999,1.974,2.0823,7495.935,135219.58,441915.25,9.412339999999999,0.52178,0.15967,70554.0,126171.0
SK네트웍스,195234.16,0.9790000000000001,0.374,730.38776,2.91,0.8740000000000001,3.3888,296.0746200000001,10180.32,78627.92,18.54262,0.53928,0.06982000000000001,5490.0,6920.0
SK디스커버리,52691.758,2.276,1.791,943.7055,4.077,1.5530000000000002,1.8529,2269.363,62701.36,215256.88,39.51429,1.43015,0.41658,44836.0,41377.0
SK렌터카,6321.459,6.367999999999999,2.7119999999999997,171.41928000000001,8.065,1.785,3.4859,790.2760000000003,10211.336,28544.086,15.058029999999999,1.16537,0.4169,11900.0,8350.0
SK이노베이션,483563.22,4.093999999999999,1.794,8676.768,5.276,2.611,6.7543,8695.9,170504.45,515998.94,14.949570000000001,0.76244,0.25194,130000.0,146500.0
SK증권,4708.75,4.298,4.888999999999999,230.21815,5.7829999999999995,0.6409999999999999,,66.71682,1220.9796,1364.5875,16.16115,0.88308,0.79015,1078.0,956.0
SK텔레콤,171367.34,9.967,8.846,15158.85,10.206,5.364,9.4715,18807.24,215992.92,212230.89,11.45835,0.99772,1.0154,215500.0,224000.0
SK하이닉스,187979.98,28.386999999999997,23.0,43235.95,21.928,15.288,20.4208,5937.2827,30292.93,25821.342,5.17914,1.01509,1.19088,30750.0,44700.0
SPC삼립,13737.684,4.144,2.738,376.18698,15.729000000000001,6.351,10.7447,4354.371,30334.646,159203.48,63.49941,9.114989999999999,1.7367700000000001,276500.0,169500.0
STX,16308.27,-2.095,-3.0039999999999996,-489.82,-59.01300000000001,-3.884,-8.3572,-16405.445,24226.83,546209.7,-2.09382,1.41785,0.06289,34350.0,16600.0
STX엔진,6333.0273,0.797,5.529,350.17465,85.302,3.634,1.5726,1562.4242,4452.588,28256.975,4.3522099999999995,1.5272,0.24065,6800.0,6630.0
STX중공업,10572.131000000001,0.738,-0.465,-49.188457,-9.414,-0.33799999999999997,-0.4927,-18573.031000000006,332022.5,3991922.5,-48.75888,2.72753,0.22685,333293.0,68896.0
TCC스틸,4961.492,3.2089999999999996,-22.215,-1102.1898,-80.07300000000002,-23.77,3.4216,-5209.345,3954.8779999999997,23598.504,-0.4065,0.5512199999999999,0.08974,2117.0,2394.0
WISCOM,1411.3319,1.524,1.979,27.926668,2.359,2.11,1.9921,182.21239,7693.467,9208.4795,26.69476,0.6322399999999999,0.52822,4864.0,4099.0
YG PLUS,292.2437700000001,-23.906,-15.466,-45.19843,-3.49,-3.995,-38.6689,-62.78142,1791.8451,511.81035999999995,-46.82914,1.64077,5.74432,2940.0,2100.0
가온전선,7809.514,1.265,0.273,21.358002,0.769,0.414,1.4038,484.72006,66609.625,187713.05,42.91137,0.31227,0.11080999999999999,20800.0,22200.0
강남제비스코,3353.1523,11.439,12.970999999999998,434.9278,9.645,8.296,16.6347,6191.9097,66914.24,51586.96,6.4519699999999975,0.5970300000000001,0.77442,39950.0,36150.0
강원랜드,16337.168,36.445,27.031999999999996,4416.291,15.489,12.5,53.4094,2064.3367,14784.992,7636.314,18.60162,2.5972299999999997,5.0286,38400.0,35750.0
갤럭시아에스엠,624.7275400000002,3.363,2.983,18.637732999999997,5.11,3.2710000000000004,15.2247,84.19542,1805.4332,2822.1885,41.03549,1.91367,1.22423,3455.0,2125.0
경농,1964.1871,6.166,3.554,69.80391999999999,4.128,2.323,3.6969,311.8513,9310.25,9054.996,16.32188,0.54671,0.56212,5090.0,5800.0
경동나비엔,5120.311,4.731,3.272,167.51998999999995,8.482000000000001,4.168,5.8633,1304.4075,16150.434,40192.37,23.95724,1.9349299999999998,0.77751,31250.0,43050.0
경동인베스트,15153.695,1.444,-1.402,-212.5139,-2.847,-1.7080000000000002,1.5433,-4455.168,153421.14,434851.22,-18.57968,0.5395300000000001,0.19036,93524.0,80418.0
경방,3576.2815,10.894,4.667,166.92163,2.5469999999999997,1.274,7.1224,608.91693,24182.494,13044.853000000001,31.613509999999998,0.79603,1.4756799999999999,19250.0,15300.0
경인양행,2631.6367,2.553,1.395,36.70894600000001,1.015,1.148,1.4813,46.74442,4781.6179999999995,6514.5386,78.51205,0.76752,0.5633600000000001,3670.0,4990.0
경인전자,283.37543,5.897,4.713,13.354401999999999,2.281,2.12,11.5249,850.16724,43467.0,18040.232,23.1131,0.45206999999999997,1.08923,19650.0,22550.0
계룡건설산업,15221.604,2.372,1.11,168.99684,5.892,1.3719999999999999,13.0989,1754.4271,31051.432,170437.38,5.67137,0.32044,0.058379999999999994,9950.0,14100.0
계양전기,2935.8438,2.419,3.264,95.81187,6.115,4.6080000000000005,4.3125,281.7996,4719.082,8634.835,17.74311,1.0595299999999999,0.57905,5000.0,5040.0
고려개발,6070.6123,-13.137,-19.734,-1197.9714,3122.573,-17.058,-89.2918,-29165.465,-15729.051000000001,147793.38,,-1.20287,,18694.0,12430.0
고려산업,1854.2006,3.647,2.912,54.000305000000004,7.359,3.418,5.0946,225.23453999999998,3190.542,7434.816999999999,9.12382,0.6440899999999999,0.2764,2055.0,6670.0
고려아연,47714.43,14.088,10.772,5139.9033,10.491,8.9,14.2079,26993.924,287268.62,252858.66,17.37428,1.6326200000000002,1.8547900000000002,469000.0,475000.0
고려제강,14732.024,3.01,1.245,183.46364,1.421,0.741,1.2312,968.3497,67816.12,73660.125,35.43251,0.50594,0.4658100000000001,34310.0,36157.0
광동제약,9554.536,5.324,3.7769999999999997,360.83162999999996,10.567,6.523,11.1596,667.9653,8623.493,18226.596,16.69248,1.29298,0.61174,11150.0,8520.0
광명전기,931.8056,4.0680000000000005,9.542,88.91001999999996,8.635,6.585,10.0268,148.05238,1791.7958,2150.1082,15.9403,1.31711,1.09762,2360.0,3260.0
광전자,2062.29,-5.58,-2.496,-51.480216999999996,-2.444,-1.986,-10.1383,-89.78451,3888.2459999999996,3559.1233,-26.00671,0.60053,0.6560600000000001,2335.0,2325.0
광주신세계,2053.3188,26.675,22.355,459.01412999999997,9.766,6.996,16.4624,28688.382999999998,307113.0,128332.43,9.86462,0.92148,2.2052099999999997,283000.0,248500.0
교보증권,10310.786,9.437999999999999,7.6560000000000015,789.3599,12.137,1.409,,2192.6665,19781.166,28641.072,4.28702,0.4752,0.3282,9400.0,8810.0
국도화학,10118.777,7.705,5.565,563.1504,14.126,8.541,13.7675,9618.271999999999,72494.59,174142.94,6.16535,0.81799,0.34052,59300.0,54900.0
국동,1702.9607,5.083,3.074,52.356083,17.491,5.721,10.2668,481.69800000000004,2931.1738,15667.955,9.08548,1.4929299999999999,0.27933,4376.0,3462.0
국보,916.1854,-2.688,-4.414,-40.43773,-19.614,-4.646,-4.6888,-323.9261,1507.1235,7384.368,-4.9784,1.07027,0.21836,1612.0,1741.0
국제약품,1176.3699,1.7830000000000001,-5.002,-58.844590000000004,-9.982999999999999,-4.631,13.1213,-322.9734200000001,3834.3474,6393.1343,-10.63998,0.8962200000000001,0.53751,3436.0,4359.0
그린케미칼,2198.8562,1.385,1.608,35.364596999999996,3.052,1.704,1.4739,147.35248,4830.7104,9161.9,23.30014,0.71073,0.37474,3433.0,3870.0
극동유화,2620.1838,6.903,5.529,144.8763,11.582,7.705,13.0355,415.4824,3742.9990000000003,7514.2744,7.894439999999999,0.8763,0.4365,3280.0,3270.0
금강공업,5659.571999999999,5.6960000000000015,1.349,76.34879000000002,2.369,1.09,3.6025,1080.0082,10123.586,113784.51,36.3886,0.7764,0.3454,7860.0,7820.0
금양,1589.9954,4.312,9.104,144.74632,28.691,8.89,7.2088,367.4674,1699.5865,4040.3093,5.08889,1.10027,0.46284,1870.0,2985.0
금호산업,15309.881000000001,1.357,-0.39899999999999997,-61.095245,-2.0669999999999997,-0.434,-3.3272,-175.583,8272.367,43999.41,-84.29061999999998,1.78909,0.33637,14800.0,9680.0
금호석유화학,39345.09,4.167,3.097,1218.6635,7.6320000000000014,2.818,4.0681,3550.2942,55790.58,117478.97,14.67484,0.93385,0.44348000000000004,52100.0,82000.0
금호전기,3962.6133,-3.178,-14.222999999999999,-563.59656,-31.938000000000002,-11.370999999999999,-4.1302,-6821.689,20878.416,56798.89,-1.91872,0.6269100000000001,0.23044,13088.0,9410.0
금호타이어,30404.06600000001,4.4719999999999995,-2.219,-674.6556,-5.899,-1.3459999999999999,3.7976,-439.04846,7233.64,19243.914,-15.3286,0.9303799999999999,0.34972,6730.0,8480.0
기아자동차,495214.47,4.754,5.312,26306.0,11.269,6.046,10.6087,6489.486999999999,60369.477,122165.58,8.10542,0.8713,0.4305600000000001,52600.0,39250.0
기업은행,137326.81,10.92,8.378,11505.68,6.977,0.501,,1747.3331,26289.28100000001,20993.812,7.06791,0.46976999999999997,0.58827,12350.0,12700.0
까뮤이앤씨,1323.7031,3.0439999999999996,3.905,51.690384,12.687000000000001,3.99,10.2752,114.48012,1014.038,2931.6418,,1.1636600000000001,,1180.0,1105.0
깨끗한나라,6786.154,0.583,-0.20800000000000002,-14.091183,-0.787,-0.285,-0.0511,-42.02496,5347.941999999999,18999.908,-128.01917,1.00599,0.28315999999999997,4992.0,5308.0
나노메딕스,180.88971999999998,8.717,3.7910000000000004,6.858337,8.645,5.183,182.2151,43.7674,528.75214,1117.5487,80.42515,6.65718,3.14975,3520.0,2640.0
남광토건,3023.887,-16.84,-25.474,-770.30133,578.247,-20.144000000000002,,-49479.12,4025.9995,194234.72,-0.43755,5.37755,0.11145,14999.0,7280.0
남선알미늄,3503.1758,4.882,4.248,148.81686000000005,15.620999999999999,5.654,9.2801,134.69176000000002,932.85333,3170.6685,9.169080000000001,1.3239,0.38950999999999997,1235.0,1190.0
남성,758.6478,3.673,-0.6859999999999999,-5.2074313,-0.601,-0.262,9.2449,-12.00583,3398.1833,2095.0085,-166.16928000000001,0.58708,0.95226,1995.0,1835.0
남양유업,12150.456,1.6569999999999998,2.194,266.56982,3.187,2.7239999999999998,3.5598,30064.424,1003277.75,1370359.4,24.54729,0.73559,0.53854,738000.0,734000.0
남영비비안,2091.6768,-3.898,2.975,62.2268,4.765,3.423,-6.0545,94.86745,2081.1643,3045.5642,,0.48531,,1010.0,885.0
남해화학,11751.423999999999,2.052,1.7409999999999999,204.53621,5.4270000000000005,3.948,7.2541,411.71695,8042.2544,23654.787,24.65286,1.2620799999999999,0.42908999999999997,10150.0,8400.0
넥센,3061.4136,28.017,25.41,777.91797,11.254000000000001,9.044,46.3105,1427.8762,13349.419,5619.2554,5.41363,0.57905,1.37563,7730.0,8080.0
넥센타이어,18374.666,12.238,6.9179999999999975,1271.2003,12.812000000000001,4.977,7.8463,1216.6804,10123.514000000001,17854.061999999998,10.15057,1.21993,0.69172,12350.0,13000.0
넥스트사이언스,153.01018,8.168,1.415,2.16541,0.672,0.413,,22.96404,3979.6533,1622.6631,117.57517,0.67845,1.6639400000000002,2455.0,4375.0
노루페인트,4616.465,6.645,7.091,327.36914,12.776,5.8610000000000015,7.063,1599.8002,13253.121000000001,22559.92,6.96962,0.84131,0.49423999999999996,11150.0,8550.0
노루홀딩스,6834.812,3.984,12.907,882.1385,20.669,9.353,4.6967,4779.821,32840.96,50716.895,5.125719999999999,0.74602,0.48307,24500.0,15600.0
녹십자,10478.122,8.75,9.132,956.87085,10.27,6.971,5.3384,8126.222,82746.24,89659.766,22.51969,2.21158,2.04105,183000.0,157000.0
녹십자홀딩스,11328.77,9.499,9.961,1128.4861,9.106,5.8629999999999995,4.3329,1320.4835,16126.688,22866.507999999998,31.76867,2.60128,1.8345599999999997,41950.0,23800.0
농심,21816.236,5.4220000000000015,5.3820000000000014,1174.1212,7.404,5.058,7.4731,19290.592,282744.16,358663.8,22.78313,1.55441,1.22538,439500.0,332500.0
농심홀딩스,4491.162,12.398,10.602,476.16483,6.274,4.494,22.5634,10263.555,167825.89,96838.414,15.00455,0.9176200000000001,1.59028,154000.0,120500.0
다스코,1353.9476,7.664,6.23,84.35624,,,,633.07916,6431.517,10161.1455,7.9059800000000005,0.77822,0.49257,5005.0,6180.0
다우기술,10385.019,25.083000000000002,19.511,2026.1896,12.798,3.3289999999999997,10.6358,2297.3289,19660.799,23146.426,9.48928,1.10881,0.94183,21800.0,18000.0
대교,8132.0786,5.292999999999998,5.664,460.6028,7.0870000000000015,5.54,18.839000000000002,430.21667,7041.4697,7809.556,20.68725,1.26394,1.13963,8900.0,8130.0
대덕전자,5125.9663,5.23,5.97,305.99487,6.843999999999999,5.705,8.1095,627.0862400000002,10954.233,10504.825,12.135489999999999,0.69471,0.72443,7610.0,8160.0
대동공업,5834.735,0.9309999999999999,0.607,35.393116,1.473,0.507,0.4204,140.54117,10988.989,24589.865,65.24778,0.83447,0.37292,9170.0,7150.0
대림비앤코,1809.3887,6.702999999999999,4.364,78.96701,5.733,2.883,5.2884,529.6029,9389.24,11717.582,23.31936,1.31534,1.05397,12350.0,8330.0
대림산업,95136.734,2.8569999999999998,2.281,2169.6910000000007,4.824,1.915,7.5528,5356.6826,112559.3,246468.22,12.52641,0.59613,0.27225,67100.0,87100.0
대림통상,1676.9912,-1.368,-2.219,-37.206005,-3.045,-1.5219999999999998,-2.3223,-244.70567000000003,7780.7954,11014.721000000001,-20.759629999999998,0.65289,0.4612,5080.0,6100.0
대상,26350.053,4.169,1.791,471.9542,7.5139999999999985,2.408,4.8062,1618.0876,22026.61,73157.51,20.14724,1.48003,0.4456100000000001,32600.0,26400.0
대상홀딩스,30516.803,4.359,1.736,529.8879,5.252999999999999,2.274,5.4861,657.80164,12711.715,82197.88,29.11212,1.5064799999999998,0.23296999999999998,19150.0,10300.0
대성산업,8526.709,-4.868,-14.777000000000001,-1260.0061,-201.645,-8.551,-5.9952,-3482.7534,2774.9190000000012,23582.873,-1.00065,1.25589,0.14778,3485.0,4340.0
대성에너지,8753.551,1.743,1.568,137.26685,4.868,2.094,3.5731,499.15216,10370.483,31831.093999999997,11.980310000000001,0.5766399999999999,0.18787,5980.0,6400.0
대성홀딩스,10559.84,2.2769999999999997,2.62,276.63013,5.145,2.375,5.0126,1196.4496,23671.244,65632.04,8.90134,0.44991000000000003,0.16227,10650.0,10000.0
대신증권,34411.484,4.942,3.957,1361.5653,8.07,0.738,,1569.1170000000006,24389.938,39656.723,7.55202,0.48586,0.29880999999999996,11850.0,10400.0
