ticker,매출액(억원),영업이익률(%),순이익률(%),당기순이익(억원),ROE(%),ROA(%),ROIC(%),EPS(원),BPS(원),SPS(원),PER(배),PBR(배),PSR(배),price,price2
LG상사,99882.25,1.659,-0.36,-359.91403,-6.058,-0.7190000000000001,2.2024,-1815.3993,29190.873,257694.14,-8.45544,0.52585,0.05957000000000001,15350.0,15050.0
LG생활건강,67475.37,15.402,10.26,6922.7869999999975,20.981,13.77,19.4582,38534.1,209599.97,380831.75,28.57209000000001,5.25286,2.8910400000000003,1101000.0,1261000.0
LG유플러스,121250.51,6.028,3.972,4816.09,7.97,3.723,12.4097,1103.1252,15696.41,27770.81,16.0,1.12446,0.63556,17650.0,14200.0
LG이노텍,79821.04,3.301,2.043,1631.0002,8.017000000000001,2.804,6.1876,6891.4209999999985,89510.97,337265.72,12.53733,0.96524,0.25618,86400.0,140000.0
LG전자,613416.6,4.407,2.401,14728.14,9.027,3.443,11.8592,6857.8936,79155.82,339215.7,9.08442,0.78706,0.18366,62300.0,72100.0
LG하우시스,32664.96,2.154,-1.626,-531.27,-5.585,-2.087,2.9711,-5312.7,91860.875,326649.6,-10.65372,0.61615,0.17327,56600.0,54700.0
LG헬로비전,11780.412,5.773,3.369,396.90622,,,,512.4884,13677.249,15210.961,17.87357,0.66973,0.6022,9160.0,6050.0
LG화학,281830.12,7.97,5.391,15193.12,8.857000000000003,5.629,8.152000000000001,18811.785,222980.27,360023.0,18.44588,1.55619,0.96383,347000.0,317500.0
LS,101101.59,3.504,4.823,4876.59,13.734000000000002,4.765,6.1507,12551.211,113933.805,313980.1,3.91197,0.43095,0.15638,49100.0,47800.0
LS네트웍스,4458.879,0.862,3.655,162.99416000000005,2.585,1.28,5.0135,206.79736,8682.58,5657.1616,11.99242,0.28563,0.43838,2480.0,2310.0
LS산전,24849.783,8.251,5.3210000000000015,1322.3496,10.782,5.672999999999999,13.7503,4385.1787,44143.508,82832.61,11.174,1.11002,0.59155,49000.0,54600.0
MH에탄올,727.9586,1.6869999999999998,-16.53,-120.33428,-0.93,-2.559,0.45,-80.75151,9284.961,9865.908,-72.93981,0.63436,0.59701,5890.0,6140.0
NAVER,55869.047,16.87,11.239,6279.0186,12.973,7.015,44.3561,3936.6516,35847.375,33898.363,30.99081,3.40332,3.59899,122000.0,186500.0
NH투자증권,92413.48,5.845,3.911,3614.73,7.306,0.742,,1201.7523,16862.906000000006,30775.783,10.85914,0.77389,0.42403,13050.0,12700.0
NICE,16118.922,7.9620000000000015,6.1610000000000005,993.01935,10.005,5.072,10.4259,1587.511,17007.947,42550.008,11.30701,1.05539,0.42186,17950.0,20900.0
NI스틸,1507.3279,10.936,6.77,102.044914,9.984,4.121,5.3374,357.76315,3716.7295,5284.598000000001,6.3449800000000005,0.61075,0.42955,2270.0,2210.0
OCI,31121.44,5.098,3.3360000000000003,1038.1881,3.0610000000000004,1.769,3.1083,4351.758,143795.98,130491.66,24.58776,0.74411,0.8199799999999999,107000.0,62600.0
S&TC,1395.164,-1.356,1.374,19.175545,0.825,0.66,-0.6406,255.44537000000003,32132.768,18585.557,43.25779,0.34389000000000003,0.59455,11050.0,19800.0
S&T모티브,9189.101,6.331,6.228,572.25146,7.771,4.724,6.4959,3847.83,54638.754,62839.465,7.02994,0.49507,0.43046,27050.0,42750.0
S&T중공업,3962.591,4.064,5.001,198.18448,3.27,2.354,2.4774,595.9952,22706.6,11916.601,12.08063,0.31709,0.6042,7200.0,6610.0
S&T홀딩스,14013.075,5.184,5.2620000000000005,737.3232,4.3610000000000015,3.462,4.7736,1682.9148,41925.73,85949.3,7.72469,0.31007,0.15125,13000.0,15450.0
S-Oil,254632.95,2.511,1.013,2580.35,3.877,1.662,4.0915,2212.9036,55567.758,218372.77,44.15014,1.7582099999999998,0.4474,97700.0,95300.0
SBS미디어홀딩스,3910.8245,1.821,3.827,149.66458,1.622,1.712,4.5191,81.16564,5050.209,2795.5188,25.13379,0.40394,0.7297399999999999,2040.0,2045.0
SG세계물산,3202.022,1.23,2.086,66.803024,3.428,2.028,20.3281,33.00138,972.6428,1581.8315,22.3021,0.7567,0.46528,736.0,904.0
SG충방,1345.4820000000002,3.853,2.416,32.505226,2.588,1.6369999999999998,7.4478,72.29126,2894.0222,2992.3372,40.04634,1.00034,0.96747,2895.0,1725.0
SH에너지화학,1835.9877,1.144,1.108,20.335695,2.206,1.642,2.0026,20.7518,934.39355,1651.9601,53.00744,1.17723,0.66588,1100.0,1020.0
SIMPAC,3061.508,3.329,22.603,691.9856,20.477,13.02,3.2102,1462.7549,7185.4917,6471.574000000001,1.66809,0.33957,0.37703,2440.0,2945.0
SK,1015020.2,4.619,6.06,61511.41,14.878,5.3660000000000005,7.9541,31767.043,294873.38,1431088.8,8.18458,0.8817299999999999,0.18168,260000.0,262000.0
SKC,27678.344,7.267,5.096,1410.4171,8.085,3.761,6.3278,3212.5596,43272.305,73740.97,11.14376,0.82732,0.48548,35800.0,51000.0
SK가스,68591.64,1.5019999999999998,0.8079999999999999,554.38446,3.901,1.367,-2.2299,6474.3994,175238.16,743118.4,10.82112,0.3998,0.09428,70060.0,84600.0
SK네트웍스,139864.75,0.986,0.055,76.67,0.308,0.102,1.3643,29.20645,9709.27,56328.645,178.04285,0.53557,0.09232,5200.0,5940.0
SK디스커버리,69391.72,1.4409999999999998,1.408,976.8606,5.565,1.982,1.9621,3936.2546,71114.69,386007.72,6.6306699999999985,0.36701,0.06762,26100.0,26150.0
SK렌터카,6525.2183,3.3480000000000003,0.505,32.95367,1.5530000000000002,0.276,1.4909,171.15458999999996,11193.42,29464.146,71.86486,1.09886,0.4174600000000001,12300.0,11800.0
SK이노베이션,545109.0,3.885,3.137,17099.84,9.122,4.862,8.3859,17622.475,205465.69,581673.0,10.18586,0.8736299999999999,0.30859000000000003,179500.0,150000.0
SK증권,5342.7856,2.418,2.611,139.49277,2.8510000000000004,0.37,,39.00702,1164.0228,1494.0282,16.92003,0.5670000000000001,0.44176,660.0,607.0
SK텔레콤,168739.6,7.122000000000001,18.561,31319.88,15.518,8.264,11.0415,38737.5,312660.03,208976.55,6.95708,0.8619600000000001,1.28962,269500.0,238000.0
SK하이닉스,404450.66,51.536,38.422,155399.84,38.532,28.494,35.4209,21346.236,68487.71,55556.23,2.83422,0.8833700000000001,1.08899,60500.0,94100.0
SPC삼립,22008.838,2.7230000000000003,1.916,421.6921,14.182,5.672999999999999,10.8681,4883.4395,38749.246,255056.38,26.10865,3.29039,0.49989,127500.0,87200.0
STX,15029.85,-0.983,0.606,91.07,17.12,1.541,-4.0282,471.00998,3237.5442,77733.71,24.94639,3.62929,0.15116,11750.0,8010.0
STX엔진,5773.2847,5.428,4.832,278.98724,17.41,3.317,6.4907,1008.7655,8001.4565,20875.113,6.69135,0.8436,0.32335,6750.0,6780.0
STX중공업,2148.077,-6.751,-48.75,-1047.1821,-69.946,-15.969,-6.9876,-17662.12,5479.4204,36230.176,-0.32103000000000004,1.03478,0.1565,5670.0,3055.0
TCC스틸,4131.7627,4.134,2.361,97.55131,9.193,3.344,9.2046,424.72803,5089.6377,17964.186,4.57411,0.39296,0.10814,1942.0,2720.0
WISCOM,1119.2103,-0.308,0.939,10.504744,0.899,0.816,-0.4172,68.54002,7644.2583,7302.4814,40.12255,0.35975,0.37658,2750.0,2660.0
YG PLUS,1023.503,0.8240000000000001,-1.398,-14.306943,-0.146,-1.012,-3.8908,-2.3802,1627.726,1734.2719,-846.5688,1.23792,1.1618700000000002,2015.0,1370.0
가온전선,8406.543,0.615,0.012,0.9890217,0.037000000000000005,0.018000000000000002,0.5124,22.73003,65999.625,202063.52,747.9091,0.25758000000000003,0.08413,17000.0,23300.0
강남제비스코,3070.2083,0.5529999999999999,12.651,388.42325,7.707000000000002,6.252000000000002,2.7831,5942.2974,79595.64,47233.973,4.20713,0.31409000000000004,0.52928,25000.0,20350.0
강원랜드,14380.593,29.95,20.669,2972.369,8.39,7.063,35.6861,1389.761,17691.393,6721.772,23.02554,1.80879,4.76065,32000.0,29600.0
갤럭시아에스엠,220.60413,-46.862,-72.543,-160.03255,-47.795,-38.523,-664.6083,-580.8879400000002,960.88947,800.7513,-2.8576900000000003,1.72757,2.07305,1660.0,1485.0
경농,2126.5461,6.945,2.294,48.78426,3.076,1.408,2.2617,255.2053,10244.101,9803.4795,42.31887,1.05427,1.10165,10800.0,11350.0
경동나비엔,7267.416,5.614,3.405,247.48538,9.232,4.552,8.1269,1943.4625,22169.875,57046.277,21.37937,1.87416,0.72836,41550.0,46600.0
경동인베스트,2286.4402,17.15,13.046,298.27972,7.348,5.008,12.6375,11532.243,171344.48,96677.29,3.23007,0.2174,0.3853,37250.0,36650.0
경방,3514.3892,11.661,5.745,201.89241,2.869,1.568,7.2069,736.58215,26282.113,12819.094,14.66232,0.41093,0.84249,10800.0,9280.0
경인양행,3311.02,5.947,4.168,138.01881,6.589,3.58,4.4957,327.2034,5150.8823,8196.332,17.72598,1.12602,0.70763,5800.0,7740.0
경인전자,184.67479,-9.431,-3.686,-6.8075495,-1.23,-1.161,-21.2821,-433.3819,40853.203,11756.757,-50.18668,0.5323899999999999,1.85,21750.0,20600.0
계룡건설산업,22926.58,6.704,4.123,945.2928,24.457,5.712999999999999,22.3148,9986.543,44186.47,256710.53,2.17793,0.49223,0.08473,21750.0,20250.0
계양전기,3650.7131,2.39,2.613,95.402596,5.16,3.624,3.3611,280.59586,5511.945,10737.392,11.93888,0.60777,0.31199,3350.0,2865.0
고려개발,5540.5674,7.212999999999999,0.112,6.2145367,0.58,0.099,6.3847,38.40184,7564.956999999998,34237.15,,1.2505,,9347.0,8450.0
고려산업,1584.2998,3.667,2.344,37.13061,4.343,1.872,4.1186,157.95135,3754.3684,6352.592,13.73841,0.57799,0.34159,2170.0,3360.0
고려아연,68833.234,11.11,7.77,5348.1494,8.639,7.499,12.2736,27949.854,353622.44,364776.0,15.47414,1.22306,1.18566,432500.0,425000.0
고려제강,15772.356000000002,2.411,0.119,18.760265,0.248,0.078,0.2516,169.18011,68219.44,78861.78,137.4275,0.34081,0.29482,23250.0,20550.0
광동제약,11802.199,2.8760000000000003,1.862,219.7442,5.606,3.0210000000000004,5.9201,426.26205,10087.445,22514.322,16.06993,0.67906,0.30425,6850.0,6650.0
광명전기,1141.1066,2.855,2.382,27.18092,2.929,1.785,2.2547,60.19268,2078.2253,2633.0625,43.52689,1.26069,0.99504,2620.0,2280.0
광전자,1769.2979999999998,1.433,3.582,63.37706800000001,3.068,2.533,2.4954,113.45073,4248.2144,3053.4744,17.84916,0.47667,0.66318,2025.0,2155.0
광주신세계,1352.1337,37.029,33.35,450.9318,7.515,6.674,16.5572,28183.238,387910.44,84508.35,6.38678,0.46402,2.12997,180000.0,164000.0
교보증권,12501.0625,7.463999999999999,6.187,773.4243,9.114,1.09,,2148.401,25251.365,34725.176,4.2450199999999985,0.36117,0.26263000000000003,9120.0,9220.0
국도화학,12806.157,5.358,3.641,466.30414,9.505,5.676,8.2541,7743.3594,87771.95,220392.42,5.89537,0.5201,0.20713,45650.0,47050.0
국동,2195.5005,2.593,1.346,29.560526,6.527,2.5780000000000003,5.2145,185.26823,3002.8513,13760.124,12.35623,0.76235,0.16637000000000002,2289.0,1235.0
국보,715.4983,-7.399,-5.59,-39.99572,-24.454,-6.586,-112.5274,-228.07153,805.6378,4253.0854,-4.9765,1.4088200000000002,0.2669,1135.0,2435.0
국제약품,1076.8116,3.053,2.027,21.828733,3.215,1.693,1.8175,119.16083,3920.9792,5852.071999999999,35.83393,1.08901,0.7296600000000001,4270.0,4630.0
그린케미칼,2541.221,1.324,0.989,25.130163,2.316,1.308,2.2638,104.70901,4544.04,10588.421,28.65083,0.6602100000000001,0.28333,3000.0,3455.0
극동유화,8308.8,2.233,1.961,162.92224,10.572,5.939,8.3261,467.35147,4748.9463,23828.328,7.05037,0.69384,0.13828,3295.0,3445.0
금강공업,5679.084,4.458,2.619,148.72444,5.18,1.848,4.0479,580.4426,12734.595,22835.357000000004,7.09805,0.32353000000000004,0.1804,4120.0,3815.0
금양,2054.4138,6.584,9.858,202.53299,29.842,10.105,10.3489,469.33115,2061.525,4762.0909999999985,4.9751699999999985,1.13266,0.49033,2335.0,2400.0
금호산업,13767.125,3.069,-0.034,-4.7057166,-0.126,-0.038,9.2404,-12.99763,10102.865,38026.098,-907.85767,1.16799,0.31031,11800.0,11500.0
금호석유화학,55849.105,9.931,9.008,5030.826,23.447,10.941,15.7063,14667.186000000005,84137.36,166757.67,5.95206,1.03759,0.52351,87300.0,77500.0
금호전기,772.96234,-61.84,-27.07800000000001,-209.30537,-32.49,-7.215,-71.9909,-2600.1868,8071.755999999998,11079.406,-2.54213,0.8189,0.5966,6610.0,4290.0
금호타이어,25586.812,-3.082,-7.14,-1826.9626,-14.718,-4.192,-2.5494,-786.9721,4918.793,11557.495,-6.7473800000000015,1.07953,0.45944,5310.0,4195.0
기아자동차,541698.1,2.137,2.134,11559.43,4.273,2.221,4.8833,2851.6218,67950.46,133632.73,11.81784,0.49595,0.25218,33700.0,44300.0
기업은행,155278.78,15.433,11.362,17642.78,8.625,0.626,,2666.2207,31891.299,23600.35200000001,5.26963,0.4405600000000001,0.59533,14050.0,11800.0
까뮤이앤씨,1162.9683,3.483,1.495,17.387959,2.93,1.232,4.2066,38.50959,1344.1625,2575.658,34.53685,0.98946,0.51637,1330.0,1270.0
깨끗한나라,6263.2817,-4.665,-5.372000000000001,-336.4869700000001,-18.836,-5.74,-5.3514,-898.61774,4593.7344,16654.629,-3.3885400000000003,0.66286,0.18283,2825.0,2390.0
나노메딕스,397.78513,-28.774,-20.959,-83.37195,-29.341,-11.649,-33.9518,-280.35284,1169.7152,1653.2527,-20.18884,4.83878,3.42355,5660.0,7790.0
남광토건,1571.7294,7.089,3.637,57.15675,12.369000000000002,3.625,,581.69434,5001.53,15995.767,20.45748,2.37927,0.74395,11900.0,11300.0
남선알미늄,3478.349,2.71,7.251,252.20518,,,,228.26689,1527.0555,3148.1982,12.39777,1.85324,0.8989299999999999,2830.0,3230.0
남성,832.51807,1.173,-4.296,-35.763744,-4.1080000000000005,-1.751,1.5995,-96.82957,3054.7812,2299.0015,-19.72538,0.62525,0.8308,1910.0,3150.0
남양유업,10797.452,0.795,0.187,20.153238,0.226,0.193,0.1194,2272.9336,1050153.8,1217764.2,274.5351,0.5942,0.51241,624000.0,439500.0
남영비비안,2061.3857,-1.901,-3.245,-66.8839,-4.997,-4.1960000000000015,-4.3027,-91.72622,1886.1633,3001.4595,,0.32659,,616.0,2050.0
남해화학,12427.354,1.368,0.672,83.50364,1.974,1.511,3.2185,168.08691000000005,8857.197,25015.385,68.41698000000001,1.29838,0.45972,11500.0,8160.0
넥센,13600.252,10.558,6.51,885.4221,6.63,3.606,4.2515,1088.4471,17091.648,23799.725,5.05307,0.32179,0.2311,5500.0,6050.0
넥센타이어,19839.764,9.196,5.2189999999999985,1035.4331,7.504,3.431,4.7256,994.15454,13878.018999999998,19045.951,9.22392,0.66076,0.48147,9170.0,9130.0
넥스트사이언스,132.3769,-30.531,-90.009,-119.15113,,,,-545.9936,3056.3047,639.96533,-11.17229,1.99587,9.53177,6100.0,8090.0
노루페인트,6147.2627,3.687,2.073,127.421074,4.2,2.125,3.5872,622.6863,15041.977,30040.682,13.21693,0.54714,0.27396,8230.0,8150.0
노루홀딩스,8359.934000000001,1.224,0.319,26.64076,-2.193,0.27,-0.5687,-607.2473,35053.09,62033.875,-20.173,0.34947,0.19747,12250.0,12500.0
녹십자,13348.778,3.757,2.5660000000000003,342.499,3.279,1.999,3.0978,2946.0798,92840.8,114223.55,46.16304,1.46487,1.19065,136000.0,132500.0
녹십자홀딩스,15487.148,3.185,1.251,193.78934,2.2840000000000003,0.747,0.9405,372.7371,17716.218999999994,31259.969,67.33969,1.41678,0.80294,25100.0,22250.0
농심,22364.361,3.96,3.769,843.0165,4.54,3.384,4.9405,13857.874,325997.66,367675.12,18.36501,0.78068,0.69219,254500.0,240500.0
농심홀딩스,5432.426,7.567,8.609,467.7018,5.3210000000000015,3.997,17.6495,10076.926,192883.45,117133.94,6.93664,0.3624,0.59675,69900.0,78500.0
다스코,2408.0457,8.07,7.542000000000002,181.60286,14.673,8.286,12.6507,1179.2322,8297.945,15636.66,6.9452,0.98699,0.52377,8190.0,6960.0
다우기술,23546.402,13.758,9.573,2254.0352,9.78,1.432,52.9703,2459.9102,27731.877,52480.9,7.66288,0.67972,0.35918,18850.0,19000.0
대교,7631.4214,3.355,2.519,192.24518,2.938,2.278,7.6398,181.01765,7005.569,7328.7554,37.01296,0.95638,0.91421,6700.0,6100.0
대덕전자,5920.721,5.877999999999999,44.71,2647.1355,,,,5152.077,14152.904,11523.404,1.76628,0.64298,0.7897,9100.0,10450.0
대동공업,6547.6035,0.797,0.224,14.64262,0.579,0.195,0.1648,51.85202,10224.051,27594.174,99.89968,0.50665,0.18772,5180.0,5680.0
대림비앤코,2471.7947,2.98,1.587,39.22309,2.6180000000000003,1.294,2.2374,251.54182000000003,9677.47,14825.811000000005,18.14808,0.47171,0.30791,4565.0,4175.0
대림산업,109844.85,7.6960000000000015,6.172999999999999,6780.8877,12.366,5.169,18.4019,16745.666,139638.17,284572.16,6.12099,0.7340399999999999,0.36019,102500.0,90500.0
대림통상,2012.5286,-0.522,-0.606,-12.195511,-1.04,-0.569,-3.9468,-74.09859,6987.7344,13218.578,-56.41133000000001,0.59819,0.31622,4180.0,4120.0
대상,29567.62,4.064,2.212,653.98474,7.265,2.938,5.5705,1801.2354,25405.404,82090.664,13.90712,0.98601,0.30515,25050.0,23200.0
대상홀딩스,33980.31,3.91,1.3430000000000002,456.3848,4.548,1.7280000000000002,4.5038,631.79706,14078.234,91526.94,12.4407,0.5583100000000001,0.08588,7860.0,6740.0
대성산업,9454.612,0.6459999999999999,-0.722,-68.28313,-1.977,-0.619,-7.9529,-198.0723,14334.636,20900.877,-20.95195,0.28951,0.19856,4150.0,3505.0
대성에너지,7709.8276,2.071,1.673,128.9504,,,,468.9105,10981.477,28035.736,11.51606,0.49174,0.19261,5400.0,5240.0
대성홀딩스,9098.291,2.027,2.614,237.79129,4.794,2.139,3.3847,1214.0988,25660.504,56548.15,5.23845,0.24785,0.11247,6360.0,8330.0
대신증권,25570.201,6.199,5.502999999999999,1407.2471,7.342,0.77,,1623.1255,27460.44,29467.787,6.99268,0.41332,0.38517,11350.0,11950.0
대양금속,1650.442,4.559,3.372,55.65699,19.302,5.914,10.7898,211.88188,1206.0769,6283.106,17.084989999999998,3.00147,0.57615,3620.0,15050.0
대영포장,3000.5684,3.169,3.54,106.23082,7.881,4.9830000000000005,5.3569,98.74455,1361.1222,2789.1133,11.24113,0.8155,0.39798,1110.0,1110.0
대우건설,106054.94,5.928,2.804,2973.3042,13.203,3.3960000000000004,91.4557,718.6482,5553.626,25517.123,7.500189999999999,0.97054,0.21123000000000008,5390.0,4740.0
대우부품,626.3009999999998,3.387,1.844,11.547797,2.98,1.692,4.9488,24.23647,824.83527,1314.4779,86.44,2.5399,1.59379,2095.0,2100.0
대우조선해양,96443.836,10.626,3.319,3200.517000000001,9.531,2.739,17.8969,3218.768,35826.457,90052.484,10.60965,0.95321,0.37922,34150.0,27850.0
대웅,12312.901000000002,7.245,2.659,327.3637700000001,5.36,2.084,3.6317,513.6267,13190.535,21177.299,34.65552,1.34945,0.84052,17800.0,12950.0
대웅제약,10314.274,2.676,-1.495,-154.17244,-2.99,-1.273,82.83,-1307.7073,47877.027,89019.18,-144.14542,3.93717,2.1175200000000003,188500.0,137500.0
대원강업,9954.134,4.243,2.397,238.57286,3.774,2.119,4.1417,280.86414,7508.8677,16055.056,13.79671,0.5160600000000001,0.24136,3875.0,3395.0
